Description,Data.Sugar Total,Data.Water,Data.Vitamins.Vitamin K
"CRACKERS,SALTINES,FAT-FREE,LOW-SODIUM",0.379999995,3.4,4.9
"BREAKFAST TART,LOFAT",4.869999886,12.04,0.4
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,APPL CINN",33.70000076,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY",30.89999962,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD BLUEBERRY",31.20000076,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN",25.39999962,10.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TRTS,FRSTD BR SGR CIN",30.79999924,10.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POPTARTS,CHERRY",31.70000076,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",36,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",38,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOG POP TARTS,FRSTD CHOC VAN CRM",37.29999924,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD GRAPE",35.40000153,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",35.40000153,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",36.5,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,STRAWBERRY",33,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOG'S POP TARTS,FRSTD STRAWBERRY",37.5,12.5,0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",38.79999924,12.5,0
"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD BROWN SUGAR CINN",36.20000076,10.5,0
"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD CHOC FUDGE",36.20000076,12.5,0
"KELLOGG,KELLOGG'S LOFAT POP TARTS,STRAWBERRY",35.79999924,12.5,0
"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD STRAWBERRY",39.90000153,12.5,0
"KELLOGG,KELLOGG'S EGGO,BTTRMLK PANCAKE",8.199999809,47.2,0
"KELLOGG,KELLOGG'S EGGO,BANANA BREAD WAFFLES",6.699999809,41.2,0
"KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY",33.59999847,14.5,0
KELLOGG'S EGGO LOWFAT HOMESTYLE WAFFLES,2.920000076,43.44,0
KELLOGG'S EGGO LOWFAT NUTRI - GRAIN WAFFLES,5.730000019,47.75,0
KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,8.890000343,46.06,0
"KELLOGG'S POP-TARTS PASTRY SWIRLS,APPL CINN DANISH",17.70000076,16.8,0
"KELLOGG'S POP-TARTS PASTRY SWIRLS,STRAWBERRY DANISH",25.79999924,16.32,0
"KELLOGG'S POP-TARTS PASTRY SWIRLS,CHS DANISH",19.39999962,16.85,0
KELLOGG'S EGGO GOLDEN OAT WAFFLES,3.470000029,50.6,0
"ARCHWAY HOME STYLE COOKIES,SUGAR FREE OATMEAL",1.25999999,5,0
"ARCHWAY Home Style Cookies, Sugar Free Rocky Road",0.709999979,7.3,0
"ARCHWAY Home Style Cookies, Apple Filled Oatmeal",32.38000107,14.99,0
"ARCHWAY Home Style Cookies, Apricot Filled",30.05999947,14.99,0
"ARCHWAY Home Style Cookies, Cherry Filled",31.30999947,15.01,0
"ARCHWAY Home Style Cookies, Chocolate Chip Drop",28.96999931,15.81,0
"ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",34.06000137,5.01,0
"ARCHWAY Home Style Cookies, Coconut Macaroon",45.15999985,11.5,0
"ARCHWAY Home Style Cookies, Cookies Jar Hermits",34.52999878,11.82,0
"ARCHWAY Home Style Cookies, Dark Molasses",35.04999924,9.93,0
"ARCHWAY Home Style Cookies, Date Filled Oatmeal",34.27000046,13.49,0
"ARCHWAY Home Style Cookies, Dutch Cocoa",35.34999847,9.32,0
"ARCHWAY HOME STYLE COOKIES,FROSTY LEMON",33.34999847,12.03,0
"ARCHWAY Home Style Cookies, Fruit & Honey Bar",37.50999832,11.79,0
"ARCHWAY Home Style Cookies, Iced Molasses",38.43000031,10.34,0
"ARCHWAY Home Style Cookies, Iced Oatmeal",37.20000076,9.99,0
"ARCHWAY Home Style Cookies, Molasses",36.34999847,11.43,0
"ARCHWAY Home Style Cookies, Oatmeal",34.5,10.28,0
"ARCHWAY Home Style Cookies, Oatmeal Raisin",39.54999924,11.53,0
"ARCHWAY Home Style Cookies, Old Fashioned Molasses",36.09000015,10.41,0
"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",32.63999939,3,0
"ARCHWAY HOME STYLE COOKIES,PNUT BUTTER",32.54999924,6.35,0
"ARCHWAY Home Style Cookies, Pecan Ice Box",28.22999954,6.71,0
"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",31.76000023,14.99,0
"ARCHWAY HOME STYLE COOKIES,RUTH'S OATMEAL",34.09000015,9.99,0
"ARCHWAY Home Style Cookies, Soft Sugar Drop",30.79000092,16.39,0
"ARCHWAY Home Style Cookies, Strawberry Filled",31.76000023,14.99,0
"ARCHWAY Home Style Cookies, Sugar",0,10.62,0
"ARCHWAY Home Style Cookies, Gourmet Apple'n Raisin",33.97000122,9.51,0
"ARCHWAY HOME STYLE COOKIES,FAT FREE DEVIL'S FD COOKIE",41.20000076,12.99,0
"ARCHWAY Home Style Cookies, Fat Free Oatmeal Raisin",47.06999969,12.1,0
"ARCHWAY Home Style Cookies, Gourmet Oatmeal Pecan",27.70999908,9.28,0
"ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps",36.27999878,5.22,0
"ARCHWAY Home Style Cookies, Gourmet Rocky Road",34.91999817,8.02,0
"ARCHWAY Home Style Cookies, Gourmet Ruth's Golden Oatmeal",33.74000168,10.9,0
"ARCHWAY Home Style Cookies, Sugar Free Chocolate Chip",0.899999976,4.99,0
"ARTIFICIAL BLUEBERRY MUFFIN MIX,DRY",0,6.4,0
"KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR",10.10000038,5.3,0
"GENERAL MILLS,BETTY CROCKER WILD BLUEBERRY MUFFIN MIX,DRY",31.70000076,23.7,0
"CAKE,BETTY CROCKER,SUPERMOIST PARTY CAKE SWIRL,DRY MIX",45.70000076,3.8,0
"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY",0,4,0
"GENERAL MILLS,GOLD MEDAL IMITATION BLUEBERRY MUFFIN MIX,DRY",36.40000153,6.1,0
"KEEBLER,KEEBLER CHOC GRAHAM SELECTS",26.5,3.1,0
"KEEBLER,KEEBLER GOLDEN VANILLA WAFERS,ARTIFICIALLY FLAV",27.39999962,4.2,0
"CONTINEN MILL, KRUSTEAZ Almd Poppyseed Muff Mix, Art Fla,dry",40,5.7,0
"MCKEE BAKING,LITTL DEBBI NUT BAR,WAFER W/PNUT BUTE,CHOC COVE",34,3,0
"MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MIX,",54.75999832,4,0
"MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY",4.460000038,10,0
"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH",0,33.6,0
"NABISCO,NABISCO GRAHAMS CRACKERS",23,3.6,0
"NABISCO,NABISCO NILLA PIE CRUST,READY TO USE",32.20000076,3.31,0
"NABISCO,NABISCO OREO CRUNCHIES,COOKIE CRUMB TOPPING",36,1.57,0
"NABISCO,NABISCO RITZ CRACKERS",8.140000343,3.12,50
"PEPPERIDGE FARM CLASSIC STYLE CROUTONS,SEASONED",0,2.6,0
"PEPPERIDGE FARM CRUSTY ITALIAN BREAD,GARLIC",0,29.1,0
"PEPPERIDGE FARM APPL TURNOVERS,FRZ,READY TO BAKE",12.10000038,41.9,0
"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",6.25,40.6,0
"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",35.70999908,8.93,0
"PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH",3.849999905,40,0
"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",49.59999847,3.1,0
"PILLSBURY GRANDS,BTTRMLK BISCUITS,REFR DOUGH",6.900000095,33.5,0
"PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,ART FLAVOR,REFR DOUGH",5.880000114,35.5,0
"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH",22.72999954,28,0
"KRAFT FOODS,SHAKE 'N' BAKE ORIG RECIPE,COATING FOR PORK,DRY",0,3.2,0
"GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS",0,42.6,0
"HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ",16.79999924,47.3,0
"INTERSTATE BRANDS CORP,WONDER HAMBURGER ROLLS",11.06000042,34.2,0
"GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY",43.90000153,4.2,0
"NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES",43.38000107,17.65,0
"Crackers, cheese, sandwich-type with cheese filling",12.32999992,4.81,20.5
"USDA CMDTY,BAKERY,FLR MIX",0,10.62,7.9
"USDA CMDTY,BAKERY FLR MIX LOW-FAT",0,10.51,0
"WAFFLES,BTTRMLK,FRZ,RTH",4.300000191,40.34,10.5
"WAFFLE,BTTRMLK,FRZ,RTH,TSTD",4.409999847,31.57,12.5
"WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED",4.5,36.48,10.8
"WAFFLE,PLN,FRZ,RTH,MICROWAVE",5.039999962,34.95,8.1
"PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)",7.059999943,43.8,7.4
"TOASTER PASTRIES,FRT,FRSTD (INC APPLS,BLUEBERR,CHERRY,STRAW)",35.52000046,13.79,6.9
"TOASTER PASTRIES,FRUIT,TSTD (APPL,BLUEBERY,CHERRY,STRAWBERY)",28.98999977,10.46,6.6
"MUFFIN,BLUEBERRY,COMMLY PREP,LOW-FAT",27.04999924,39.94,5.7
"PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST",18.12999916,4.37,21.8
"PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST",26.30999947,4.99,18.2
"PIE,DUTCH APPL,COMMLY PREP",22.02000046,41.09,16.4
"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR",0,17.78,15
"PIE CRUST,REFR,REG,BKD",0,7.96,0.4
"PIE CRUST,DEEP DISH,FRZ,BKD,MADE W/ ENR FLR",0,8.26,16.7
"PIE CRUST,REFR,REG,UNBAKED",0,19.25,0
"BEEF JERKY,CHOPD&FORMED",9,23.36,2.3
"CORN-BASED,EXTRUDED,CHIPS,PLN",1.159999967,0.33,6.3
"CORN-BASED,EXTRUDED,CHIPS,BARBECUE-FLAVOR",0,1.2,0
"CORN-BASED,EXTRUDED,CONES,PLN",0,2,0
"CORN-BASED,EXTRUDED,CONES,NACHO-FLAVOR",0,1.9,0
"CORN-BASED,EXTRUDED,ONION-FLAVOR",4.829999924,2,5.1
"CORN-BASED,EXTRUDED,PUFFS OR TWISTS,CHEESE-FLAVOR",2.869999886,1.78,1.3
"CORNNUTS,PLAIN",0.610000014,1.3,9.3
"CRISPED RICE BAR,CHOC CHIP",0,7,0
"FRUIT LEATHER,PIECES",57.58000183,12.3,18.2
"FRUIT LEATHER,ROLLS",49.15999985,10.2,18.2
"GRANOLA BARS,HARD,PLAIN",0,3.9,0
"GRANOLA BARS,HARD,ALMOND",0,3.1,0
"GRANOLA BARS,HARD,CHOC CHIP",0,2.4,0
"GRANOLA BARS,HARD,PEANUT",33.95999908,2.3,3.6
"GRANOLA BARS,SOFT,UNCOATED,PLN",0,6.4,0
"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER",0,7.3,0
"GRANOLA BARS,SOFT,UNCOATED,RAISIN",0,6.4,0
"GRANOLA BARS,OATS,FRUITS&NUT",43.5,7.2,2.6
"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,CHOC CHIP",0,3.6,0
"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,PNUT BUTTER",0,3.2,0
"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER&CHOC CHIP",0,5.9,0
"ORIENTAL MIX,RICE-BASED",3,2.55,2.4
"DOO DADS SNACK MIX,ORIGINAL FLAVOR",0,3,0
"SNACKS,RALSTON PURINA,CHEX MIX",4.849999905,2.64,0
"POPCORN,AIR-POPPED",0.870000005,3.32,1.2
"POPCORN,OIL-POPPED",0.460000008,1.2,4.1
"POPCORN,CAKES",0.720000029,5,1.1
"POPCORN,CARAMEL-COATED,W/PNUTS",45.36000061,3.3,3.9
"POPCORN,CARAMEL-COATED,WO/PNUTS",53.18999863,2.8,12.5
"POPCORN,CHEESE-FLAVOR",0,2.5,0
"PORK SKINS,PLAIN",0,1.8,0
"POTATO CHIPS,BARBECUE-FLAVOR",0,1.9,0
"POTATO CHIPS,SOUR-CREAM-AND-ONION-FLAVOR",0,1.8,0
"POTATO CHIPS,MADE FROM DRIED POTATOES,LT",0.629999995,2.22,7.2
"POTATO CHIPS,MADE FR DRIED POTATOES,SOUR-CREAM&ONION-FLAVOR",0,2,0
"PRETZELS,HARD,PLN,SALTED",2.75999999,3.44,2.1
"PRETZELS,HARD,CONFECTIONER'S COATING,CHOCOLATE-FLAVOR",0,2.5,0
"PRETZELS,HARD,WHOLE-WHEAT",0,3.9,0
"RICE CAKES,BROWN RICE,PLN",0.879999995,5.8,1.9
"RICE CAKES,BROWN RICE,BUCKWHEAT",0,5.9,0
"RICE CAKES,BROWN RICE,SESAME SD",0,5.9,0
"TORTILLA CHIPS,PLAIN",1,1.85,20.9
"Snacks, tortilla chips, nacho cheese",3.789999962,1.5,1.3
"Snacks, tortilla chips, ranch-flavor",3.029999971,3.14,1.4
"TRAIL MIX,REGULAR",0,9.2,0
"TRAIL MIX,TROPICAL",0,9,0
"TRAIL MIX,REG,W/CHOC CHIPS,SALTED NUTS&SEEDS",0,6.6,0
"TORTILLA CHIPS,TACO-FLAVOR",0,1.6,0
"CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL",56.31999969,6.69,9.6
"CANDIES,ALMOND JOY CANDY BAR",48.34000015,8.2,0
"CANDIES,TWIZZLERS CHERRY BITES",0,15,0
"CANDIES,NESTLE,BIT-O'-HONEY CANDY CHEWS",48,8.3,0
"CANDIES,NESTLE,BUTTERFINGER BAR",45.90000153,1.23,2.2
"CANDIES,BUTTERSCOTCH",80.45999908,5.25,0.3
"CANDIES,CAROB,UNSWTND",34.11000061,1.54,7.7
"CANDIES,CARAMELS",65.5,8.5,1.8
"CANDIES,CARAMELLO CANDY BAR",56.91999817,6.79,0
"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",56.31999969,6.69,9.6
"BAKING CHOC,UNSWTND,LIQ",0,0.9,0
"BAKING CHOC,UNSWTND,SQUARES",0.910000026,1.34,9.7
"CANDIES,CONFECTIONER'S COATING,YOGURT",62.36000061,1.91,9.4
"CANDIES,SEMISWEET CHOC",54.5,0.7,5.6
"CANDIES,SWEET CHOCOLATE",51.47999954,0.5,6.3
"CANDIES,SWT CHOC COATD FONDANT",71.41999817,7.7,2.1
"CANDIES,HERSHEY'S GOLDEN ALMOND SOLITAIRES",37.13000107,0,0
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",67.09999847,0.75,6.5
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",38.29999924,2.67,7.3
"CANDIES,WHITE CHOC",59,1.3,9.1
"ICE CREAMS,VANILLA,LT",22.12000084,63.51,0.4
"ICE CREAMS,VANILLA,RICH",20.64999962,57.2,1.3
"ICE CREAMS,FRENCH VANILLA,SOFT-SERVE",21.15999985,59.8,0.9
"CANDIES,YORK PEPPERMINT PATTIE",63.77999878,9.03,0
"CANDIES,TWIZZLERS NIBS CHERRY BITS",51.34999847,15,0
"CANDIES,SYMPHONY MILK CHOC BAR",53.95999908,0.94,0
"DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE",23.14999962,68.05,0.2
"ICE CREAMS,VANILLA",21.21999931,61,0.3
"ICE CREAMS,VANILLA,LT,SOFT-SERVE",10.84000015,69.6,0.4
"SHERBET,ORANGE",24.31999969,66.1,0
"CANDIES,5TH AVENUE CANDY BAR",47.18999863,2.3,2.7
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",88.90000153,6.74,0
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",73.12000275,9.81,1.4
"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",63.36999893,7.66,1.6
"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",73.36000061,10.93,0.1
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",79.76999664,10.85,0.5
"CANDIES,FUDGE,VANILLA W/ NUTS",71,7.99,0.8
"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",43,1.9,7.3
"CANDIES,GUMDROPS,STARCH JELLY PIECES",58.97000122,1,0
"CANDIES,HARD",62.90000153,1.3,0
"CANDIES,JELLYBEANS",70,6.3,0
"CANDIES,KIT KAT WAFER BAR",48.68000031,1.63,5.2
"CANDIES,KRACKEL CHOC BAR",52.52999878,1.17,0
"CANDIES,NESTLE,BABY RUTH BAR",54,6.99,2.3
"CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY",39.63999939,0,0
"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",0,24,0
"ICE CREAMS,CHOC,LT",24.70999908,61.43,0.6
"CANDIES,MASTERFOODS USA,MARS ALMOND BAR",52.09999847,4.5,10.9
"CANDIES,MARSHMALLOWS",57.56000137,16.4,0
"CANDIES,HALAVAH,PLAIN",0,3.67,0
"CANDIES,NESTLE,OH HENRY! BAR",46.20000076,2.3,1.2
"CANDIES,NESTLE,CHUNKY BAR",52.5,2.9,0
"CANDIES,MILK CHOC",51.5,1.5,5.7
"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ 2% MILK",0,74.52,0
"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ 2% MILK",0,75.9,0
"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ 2% MILK",11.34000015,74.59,0
"BAKING CHOC,MEXICAN,SQUARES",69.40000153,1.59,2.2
CHOCOLATE-FLAVORED HAZELNUT SPRD,54.04999924,1.07,1.9
"CANDIES,MILK CHOC COATD PNUTS",37.59000015,1.9,4
"CANDIES,MILK CHOC COATD RAISINS",62.22000122,11.2,3.9
"SYRUPS,TABLE BLENDS,PANCAKE,RED-CAL",32.79999924,54.9,0
"SYRUPS,TABLE BLENDS,PANCAKE",21.46999931,37.98,0
"CANDIES,HERSHEY'S POT OF GOLD ALMOND BAR",38.45999908,0,0
"CANDIES,MILK CHOC,W/ALMONDS",43.90000153,1.5,5.1
"CANDIES,MILK CHOC,W/RICE CRL",51.06000137,1.52,5.7
"CANDIES,MASTERFOODS USA,MILKY WAY BAR",59.68999863,6.3,3.6
"CANDIES,SKOR TOFFEE BAR",59.88999939,1.57,0
"TOPPINGS,STRAWBERRY",27.37999916,33,0.7
"CANDIES,TRUFFLES,PREPARED-FROM-RECIPE",38.31000137,13.47,6
"BAKING CHOC,MASTERFOODS,M&M'S SEMISWEET CHOC MINI BAKNG BITS",53.06999969,1.27,0
"CANDIES,MASTERFOODS USA,M&M'S PNUT CHOC CANDIES",50.75,2.48,3
"CANDIES,MASTERFOODS USA,M&M'S MILK CHOC CANDIES",63.68000031,1.7,4
"CANDIES,MOUNDS CANDY BAR",46.18999863,9.05,1.6
"CANDIES,MR. GOODBAR CHOC BAR",47.22000122,0.45,3.6
"CANDIES,NESTLE,100 GRAND BAR",51.90000153,6.1,6.2
"CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING",55,0.65,0
"BAKING CHOC,MASTERFOODS USA,M&M'S MILK CHOC MINI BAKING BITS",62.54000092,1.5,0
"CANDIES,PEANUT BAR",42.22000122,1.6,0
"CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE",51.33000183,0.7,0.4
"CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS",59,6.4,0
"CANDIES,REESE'S PNUT BUTTER CUPS",47.16999817,1.44,2
"CANDIES,REESE'S PIECES CANDY",53.25,1,5.9
"CANDIES,ROLO CARAMELS IN MILK CHOC",63.93000031,4.6,3.2
"CANDIES,NESTLE,AFTER EIGHT MINTS",66.59999847,6.3,0
"CANDIES,SESAME CRUNCH",31.17000008,2.2,0
"CANDIES,MASTERFOODS USA,SNICKERS BAR",50.47000122,5.55,1.9
"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,ORIGINAL",58.11999893,8.51,2.1
"CANDIES,MASTERFOODS USA,M&M'S MINIS MILK CHOC CANDIES",62.54000092,1.19,0
"CANDIES,MASTERFOODS USA,3 MUSKETEERS BAR",66.88999939,5.8,2.9
"CANDIES,MASTERFOODS USA,TWIX CARAMEL COOKIE BARS",48.25,4.23,5.6
"CANDIES,MASTERFOODS USA,TWIX PNUT BUTTER COOKIE BARS",36.13000107,1.82,6
"CANDIES,WHATCHAMACALLIT CANDY BAR",48.86000061,3.04,4.3
CHEWING GUM,66.08000183,2.6,0
"CANDIES,SPL DK CHOC BAR",47.56000137,0.9,0
"COCOA,DRY PDR,UNSWTND",1.75,3,2.5
"COCOA,DRY PDR,UNSWTND,PROC W/ALKALI",1.75999999,2.7,2.4
"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",11.35000038,78.86,0.2
"EGG CUSTARDS,DRY MIX",0,1.7,0
"EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK",0,73.67,0
"COCOA,DRY PDR,UNSWTND,HERSHEY'S EUROPEAN STYLE COCOA",0,0,0
"GELATIN DSSRT,DRY MIX",86.04000092,1,0
"GELATIN DSSRT,DRY MIX,PREP W/ H2O",13.48999977,84.39,0
"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT",0,1.93,0
"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,PREP W/ H2O",0,94.74,0
"GELATINS,DRY PDR,UNSWTND",0,13,0
"CANDIES,YORK BITES",75,9.09,0
"DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE",14.81000042,62.94,1.6
"PUDDINGS,CHOC,RTE",17.17000008,69.46,0.6
"PUDDINGS,CHOC,DRY MIX,INST",67.86000061,3.2,1.5
"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHL MILK",0,73.6,0
"DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE",19.68000031,62.91,4.1
"FLAN,CARAMEL CUSTARD,DRY MIX",0,7.8,0
"DESSERTS,PUDD,CHOC,DRY MIX,REG",42.88000107,4,0.3
"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ WHL MILK",11.96000004,73.3,0.3
"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ 2% MILK",0,74.15,0
"PUDDINGS,COCNT CRM,DRY MIX,INST,PREP W/ 2% MILK",0,74.4,0
"PUDDINGS,RICE,RTE",14.10999966,73.34,0.2
"PUDDINGS,RICE,DRY MIX",0,4.8,0
"PUDDINGS,RICE,DRY MIX,PREP W/ WHL MILK",0,72.42,0
"PUDDINGS,TAPIOCA,DRY MIX",65,4,0
"PUDDINGS,TAPIOCA,DRY MIX,PREP W/ WHL MILK",10.64000034,73.97,0
"PUDDINGS,VANILLA,RTE",16.96999931,71.66,0.6
"PUDDINGS,VANILLA,DRY MIX,INST",92.90000153,2.6,0.1
"PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK",18.03000069,73.5,0
"PUDDINGS,LEMON,DRY MIX,INST,PREP W/ 2% MILK",0,74.16,0
"EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK",0,74.74,0
"PUDDINGS,VANILLA,DRY MIX,REG",79.33999634,3.9,0
"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK",17.09000015,74.66,0.2
"PUDDINGS,RICE,DRY MIX,PREP W/ 2% MILK",0,73.43,0
"PUDDINGS,TAPIOCA,DRY MIX,PREP W/ 2% MILK",10.64000034,75.01,0
"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ 2% MILK",11.15999985,75.86,0
"RENNIN,CHOC,DRY MIX,PREP W/ 2% MILK",0,80.39,0
"RENNIN,VANILLA,DRY MIX,PREP W/ 2% MILK",0,82.11,0
"CANDIES,PRALINE,PREPARED-FROM-RECIPE",55.79000092,10.36,1.3
"FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED",0,93.2,0
"PUDDINGS,TAPIOCA,RTE",14.90999985,71.84,0.4
"PUDDINGS,COCNT CRM,DRY MIX,REG,PREP W/ 2% MILK",0,75.6,0
"DESSERTS,RENNIN,CHOC,DRY MIX",0,1,0
"RENNIN,CHOC,DRY MIX,PREP W/ WHL MILK",0,79.29,0
"DESSERTS,RENNIN,VANILLA,DRY MIX",0,0.4,0
"RENNIN,VANILLA,DRY MIX,PREP W/ WHL MILK",0,80.98,0
"DESSERTS,RENNIN,TABLETS,UNSWTND",0,6.5,0
"FROSTINGS,CHOC,CREAMY,RTE",57.70000076,17,0
"FROSTINGS,COCONUT-NUT,RTE",40,21,3.9
"FROSTINGS,CRM CHEESE-FLAVOR,RTE",63.54000092,15.1,0
"FROSTINGS,VANILLA,CREAMY,RTE",63.09999847,15.07,13
"FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ 2% MILK",0,75.71,0
"FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ WHL MILK",0,74.63,0
"PUDDINGS,VANILLA,RTE,FAT FREE",15.11999989,76.93,0
"PUDDINGS,TAPIOCA,RTE,FAT FREE",14.18000031,76.25,0
"PUDDINGS,CHOC,RTE,FAT FREE",15.75,76.23,0.1
"CANDIES,HERSHEY'S MILK CHOC W/ ALMOND BITES",44.59000015,1.19,0
"CANDIES,KIT KAT BITES",49.47000122,1,0
"CANDIES,REESE'S BITES",48.02999878,1.65,0
"CANDIES,REESE'S NUTRAGEOUS CANDY BAR",40.22000122,1.5,0
"FROSTINGS,CHOC,CREAMY,DRY MIX",0,0.6,0
"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ BUTTER",0,14.2,0
"CANDIES,HEATH BITES",60.02000046,0.86,0
"FROSTINGS,VANILLA,CREAMY,DRY MIX",0,0.7,0
"FROSTINGS,WHITE,FLUFFY,DRY MIX",0,1.9,0
"FROSTINGS,WHITE,FLUFFY,DRY MIX,PREP W/H2O",0,35.2,0
"CANDIES,ALMOND JOY BITES",51.70999908,1.26,0
"CANDIES,REESESTICKS CRISPY WAFERS,PNUT BUTTER,MILK CHOC",40.33000183,1.6,5.9
"CANDIES,HERSHEY,KIT KAT BIG KAT BAR",53.95999908,1.1,0
"CANDIES,REESE'S,FAST BREAK,MILK CHOC PNT BTR & SFT NUGTS",53.08000183,4.1,0
"CANDIES,MASTERFOODS USA,DOVE MILK CHOC",55.45000076,1.61,0
"CANDIES,MASTERFOODS USA,DOVE DK CHOC",46.27000046,1.66,0
